,Borrower_ID,Age,Gender,Employment_Type,Monthly_Income,Num_Dependents,Loan_ID,Loan_Amount,Loan_Tenure,Interest_Rate,Loan_Type,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Payment_History,Num_Missed_Payments,Days_Past_Due,Recovery_Status,Collection_Attempts,Collection_Method,Legal_Action_Taken,EMI_to_Income_Ratio,Collateral_Coverage,Default_Severity,Borrower_Segment,Segment_Name,High_Risk_Flag,Predicted_Risk_Score,Predicted_High_Risk,Recommend_Recovery_Strategy
24,BRW_115,57,Female,Salaried,63320,0,LN_115,1433875,60,13.02,Personal,0.0,578626.213521779,9643.77,On-Time,1,176,Fully Recovered,2,Debt Collectors,No,0.15230211623499684,0.0,176,3,"High Loan, Higher Default Risk",1,,,
25,BRW_176,26,Female,Salaried,147439,0,LN_176,1447330,48,13.43,Home,1501727.35630362,1265836.32265874,26371.59,Missed,8,71,Partially Recovered,9,Legal Notice,No,0.17886441172281417,1.037584625692565,568,0,"Moderate Income, High Loan Burden",1,,,
26,BRW_374,43,Female,Salaried,46007,1,LN_374,406007,36,6.29,Auto,549593.222451934,213155.210997799,5920.98,On-Time,3,54,Fully Recovered,0,Legal Notice,No,0.12869737213902233,1.3536545489411118,162,2,"Moderate Income, Medium Risk",0,,,
27,BRW_182,62,Female,Salaried,42723,3,LN_182,384971,48,10.7,Auto,278689.972488641,50698.2385105649,1056.21,Missed,3,171,Written Off,3,Calls,No,0.02472228073871217,0.7239245877965899,513,2,"Moderate Income, Medium Risk",0,,,
28,BRW_145,43,Male,Salaried,51059,3,LN_145,1470623,48,7.03,Auto,2039022.50523769,963989.883321853,20083.12,On-Time,2,107,Fully Recovered,1,Legal Notice,No,0.39333163595056697,1.3865025266418993,214,1,"High Income, Low Default Risk",0,,,
29,BRW_370,28,Male,Business Owner,53467,0,LN_370,1436665,48,5.31,Personal,0.0,226290.322217134,4714.38,On-Time,0,0,Fully Recovered,2,Debt Collectors,No,0.08817363981521312,0.0,0,3,"High Loan, Higher Default Risk",1,,,
30,BRW_391,28,Male,Self-Employed,130395,3,LN_391,162935,12,6.97,Home,119203.087099906,47548.9800893747,3962.42,Missed,8,115,Fully Recovered,2,Debt Collectors,No,0.030387821618927106,0.7315990247638997,920,0,"Moderate Income, High Loan Burden",1,,,
31,BRW_196,22,Female,Salaried,94973,3,LN_196,1240456,48,7.86,Auto,1041143.04742614,822335.81162992,17132.0,On-Time,0,0,Fully Recovered,2,Calls,No,0.18038811030503407,0.8393228356557105,0,2,"Moderate Income, Medium Risk",0,,,
32,BRW_405,50,Female,Business Owner,88794,3,LN_405,903329,24,8.26,Personal,0.0,163957.393977625,6831.56,On-Time,2,175,Fully Recovered,2,Calls,No,0.07693718044011984,0.0,350,3,"High Loan, Higher Default Risk",1,,,
33,BRW_276,40,Male,Self-Employed,78646,2,LN_276,1034558,48,8.61,Business,787214.403925719,973084.746477505,20272.6,On-Time,2,70,Fully Recovered,2,Calls,No,0.25777026167891565,0.7609185796501684,140,2,"Moderate Income, Medium Risk",0,,,
34,BRW_455,51,Male,Salaried,136237,2,LN_455,1321118,36,10.75,Home,1006363.08990747,1109180.51866061,30810.57,On-Time,3,6,Fully Recovered,2,Calls,No,0.22615420186880217,0.7617511001344847,18,1,"High Income, Low Default Risk",0,,,
35,BRW_142,24,Female,Self-Employed,173056,3,LN_142,1772560,48,7.06,Personal,0.0,729545.278108673,15198.86,On-Time,1,165,Fully Recovered,1,Legal Notice,No,0.08782625277366864,0.0,165,3,"High Loan, Higher Default Risk",1,,,
36,BRW_366,27,Male,Salaried,124847,0,LN_366,771755,36,13.04,Home,704123.398386671,349636.145567905,9712.12,Delayed,2,158,Partially Recovered,1,Debt Collectors,No,0.07779217762541352,0.9123664872746804,316,2,"Moderate Income, Medium Risk",0,,,
37,BRW_68,54,Male,Salaried,232285,3,LN_68,970114,48,14.32,Personal,0.0,814388.790842087,16966.43,Delayed,2,166,Fully Recovered,3,Settlement Offer,No,0.07304143616677788,0.0,332,3,"High Loan, Higher Default Risk",1,,,
38,BRW_211,24,Male,Salaried,210804,3,LN_211,1438509,36,9.09,Business,1127227.05030686,1229562.68897783,34154.52,Missed,10,21,Fully Recovered,2,Legal Notice,No,0.1620202652701087,0.7836079234171353,210,0,"Moderate Income, High Loan Burden",1,,,
39,BRW_169,53,Male,Salaried,88297,2,LN_169,1315636,24,15.98,Business,748134.656536122,392437.36387115,16351.56,On-Time,0,0,Fully Recovered,2,Calls,No,0.18518817173856417,0.5686486661478722,0,2,"Moderate Income, Medium Risk",0,,,
40,BRW_494,28,Male,Salaried,236427,0,LN_494,1522966,72,6.14,Home,1769235.45873735,1142483.77889582,15867.83,On-Time,3,73,Fully Recovered,3,Calls,No,0.0671151349042199,1.1617038454813502,219,2,"Moderate Income, Medium Risk",0,,,
41,BRW_376,48,Male,Salaried,185604,1,LN_376,271552,12,11.81,Auto,233641.722364774,123180.984311962,10265.08,Delayed,3,67,Fully Recovered,0,Debt Collectors,No,0.05530635115622508,0.8603940400541112,201,2,"Moderate Income, Medium Risk",0,,,
42,BRW_401,60,Male,Salaried,160556,0,LN_401,608685,60,17.26,Personal,0.0,93217.1434616249,1553.62,On-Time,1,179,Partially Recovered,10,Settlement Offer,No,0.009676499165400233,0.0,179,3,"High Loan, Higher Default Risk",1,,,
43,BRW_273,56,Female,Salaried,194785,1,LN_273,1421430,72,8.96,Home,1009069.78762276,503303.41802593,6990.33,On-Time,1,49,Fully Recovered,0,Settlement Offer,No,0.035887414328618736,0.7098976295862336,49,2,"Moderate Income, Medium Risk",0,,,
44,BRW_110,32,Male,Salaried,120823,1,LN_110,1929822,24,12.61,Personal,0.0,279236.2548946,11634.84,On-Time,2,101,Partially Recovered,7,Settlement Offer,No,0.09629656605116575,0.0,202,3,"High Loan, Higher Default Risk",1,,,
45,BRW_249,50,Male,Salaried,196187,2,LN_249,1605537,36,10.6,Home,2014205.43634729,1389518.10651421,38597.73,On-Time,0,0,Partially Recovered,7,Legal Notice,No,0.19673948834530322,1.2545369159024613,0,1,"High Income, Low Default Risk",0,,,
46,BRW_146,59,Male,Self-Employed,215641,2,LN_146,1492181,36,15.85,Home,1340937.25565734,1337482.34648733,37152.29,On-Time,3,125,Fully Recovered,3,Calls,No,0.17228769111625342,0.8986424942130612,375,1,"High Income, Low Default Risk",0,,,
47,BRW_93,64,Male,Salaried,24110,2,LN_93,595932,60,7.83,Personal,0.0,474944.42243375105,7915.74,Delayed,1,155,Fully Recovered,1,Settlement Offer,No,0.3283177104935711,0.0,155,3,"High Loan, Higher Default Risk",1,,,
48,BRW_153,27,Female,Salaried,126279,2,LN_153,347675,60,14.9,Home,359725.736430283,123821.094126002,2063.68,On-Time,2,111,Fully Recovered,1,Debt Collectors,No,0.016342226340088216,1.0346609230755246,222,2,"Moderate Income, Medium Risk",0,,,
49,BRW_368,40,Male,Salaried,197573,2,LN_368,54138,60,11.51,Auto,30981.9293877166,40982.5498582881,683.04,On-Time,2,156,Partially Recovered,6,Debt Collectors,No,0.0034571525461475,0.5722769475731759,312,2,"Moderate Income, Medium Risk",0,,,
50,BRW_468,47,Male,Self-Employed,134264,3,LN_468,865359,48,13.38,Home,1060160.96824873,402043.410909084,8375.9,On-Time,3,132,Partially Recovered,9,Settlement Offer,No,0.0623838109992254,1.2251111599333109,396,2,"Moderate Income, Medium Risk",0,,,
51,BRW_84,61,Female,Salaried,60272,3,LN_84,1656140,48,13.87,Home,1212031.63686043,891816.163829293,18579.5,Delayed,3,171,Fully Recovered,0,Legal Notice,No,0.308260883992567,0.7318412917147282,513,0,"Moderate Income, High Loan Burden",1,,,
52,BRW_246,45,Female,Business Owner,192953,0,LN_246,1255565,12,17.97,Home,1823729.24304034,395644.955796061,32970.41,Delayed,1,88,Written Off,0,Settlement Offer,No,0.17087275139541755,1.4525167896845963,88,2,"Moderate Income, Medium Risk",0,,,
53,BRW_166,48,Male,Salaried,19114,2,LN_166,69477,60,13.05,Home,97555.111891075,17239.9773649428,287.33,Delayed,0,0,Partially Recovered,3,Settlement Offer,No,0.015032436957204142,1.4041353525781912,0,2,"Moderate Income, Medium Risk",0,,,
54,BRW_164,50,Female,Self-Employed,82203,0,LN_164,665937,36,8.25,Personal,0.0,169628.339659603,4711.9,Delayed,0,0,Partially Recovered,7,Calls,No,0.05732029244674768,0.0,0,3,"High Loan, Higher Default Risk",1,,,
55,BRW_200,57,Female,Business Owner,206305,0,LN_200,313031,60,9.13,Personal,0.0,227327.954866786,3788.8,On-Time,3,71,Fully Recovered,2,Calls,No,0.01836504204939289,0.0,213,3,"High Loan, Higher Default Risk",1,,,
56,BRW_229,56,Male,Salaried,204420,1,LN_229,139116,48,7.8,Personal,0.0,67579.7497917367,1407.91,Delayed,3,56,Fully Recovered,2,Legal Notice,No,0.00688733979062714,0.0,168,3,"High Loan, Higher Default Risk",1,,,
57,BRW_75,34,Male,Self-Employed,48997,1,LN_75,1905591,36,10.72,Personal,0.0,1403817.72880089,38994.94,On-Time,3,63,Fully Recovered,1,Debt Collectors,No,0.795863828397657,0.0,189,1,"High Income, Low Default Risk",0,,,
58,BRW_479,21,Female,Self-Employed,142810,3,LN_479,63261,60,15.71,Home,66082.1526808907,52716.2959810928,878.6,Delayed,3,23,Partially Recovered,0,Calls,No,0.0061522302359778725,1.044595448710749,69,2,"Moderate Income, Medium Risk",0,,,
59,BRW_359,49,Male,Salaried,178189,0,LN_359,1429932,36,14.9,Personal,0.0,750748.116534284,20854.11,On-Time,0,0,Fully Recovered,3,Legal Notice,No,0.11703365527613939,0.0,0,3,"High Loan, Higher Default Risk",1,,,
60,BRW_251,55,Male,Self-Employed,72716,1,LN_251,702755,12,7.58,Home,664421.773635419,413442.006552764,34453.5,On-Time,3,84,Partially Recovered,1,Calls,No,0.4738090654051378,0.9454529297342872,252,1,"High Income, Low Default Risk",0,,,
61,BRW_120,47,Male,Self-Employed,103009,2,LN_120,608963,72,14.73,Home,754560.829611095,490032.652893698,6806.01,On-Time,0,0,Fully Recovered,0,Debt Collectors,No,0.06607199370928754,1.2390914219929536,0,2,"Moderate Income, Medium Risk",0,,,
62,BRW_311,50,Female,Self-Employed,217903,3,LN_311,1571624,72,8.64,Personal,0.0,405643.839578997,5633.94,On-Time,3,146,Partially Recovered,9,Calls,No,0.02585526587518299,0.0,438,3,"High Loan, Higher Default Risk",1,,,
63,BRW_300,32,Female,Salaried,180140,3,LN_300,1799736,72,10.34,Personal,0.0,1595668.08187182,22162.06,On-Time,0,0,Partially Recovered,2,Debt Collectors,No,0.12302686799156212,0.0,0,3,"High Loan, Higher Default Risk",1,,,
64,BRW_256,21,Female,Self-Employed,218502,1,LN_256,700443,48,16.92,Home,486299.062893215,154104.478848432,3210.51,On-Time,3,179,Fully Recovered,2,Legal Notice,No,0.014693275118763217,0.6942735710018016,537,2,"Moderate Income, Medium Risk",0,,,
65,BRW_355,53,Female,Self-Employed,19358,1,LN_355,309480,12,11.56,Home,214519.159402242,45015.9250151679,3751.33,On-Time,1,97,Fully Recovered,0,Calls,No,0.19378706477941937,0.6931600084084335,97,2,"Moderate Income, Medium Risk",0,,,
66,BRW_400,55,Male,Salaried,150327,1,LN_400,455841,48,11.03,Personal,0.0,392256.200877593,8172.0,On-Time,3,72,Fully Recovered,1,Legal Notice,No,0.05436149194755433,0.0,216,3,"High Loan, Higher Default Risk",1,,,
67,BRW_226,49,Male,Salaried,205961,1,LN_226,172332,60,12.12,Auto,169376.725821642,92939.6452455202,1548.99,Missed,4,4,Fully Recovered,2,Settlement Offer,No,0.007520792771447022,0.9828512744101038,16,2,"Moderate Income, Medium Risk",0,,,
68,BRW_354,60,Female,Salaried,127418,2,LN_354,1411236,24,10.78,Home,1711357.3774761,1323596.49127984,55149.85,On-Time,0,0,Fully Recovered,3,Debt Collectors,No,0.4328262097976738,1.2126656189865481,0,1,"High Income, Low Default Risk",0,,,
69,BRW_235,52,Male,Salaried,239372,2,LN_235,1717640,36,9.22,Auto,2295490.03415705,221929.340784863,6164.7,On-Time,0,0,Partially Recovered,9,Calls,No,0.025753638687900003,1.3364209229856372,0,2,"Moderate Income, Medium Risk",0,,,
70,BRW_383,42,Female,Salaried,160282,1,LN_383,939855,36,15.29,Home,664531.13510296,576284.751761527,16007.91,On-Time,1,44,Partially Recovered,0,Legal Notice,No,0.09987341061379319,0.7070570833830325,44,2,"Moderate Income, Medium Risk",0,,,
71,BRW_275,60,Male,Salaried,87588,2,LN_275,1717740,72,8.64,Personal,0.0,568179.822779622,7891.39,On-Time,1,123,Written Off,8,Settlement Offer,Yes,0.09009670274466822,0.0,123,3,"High Loan, Higher Default Risk",1,,,
72,BRW_37,57,Male,Self-Employed,231184,0,LN_37,1234789,60,6.85,Home,1271909.78881087,243672.660061019,4061.21,Delayed,0,0,Partially Recovered,1,Settlement Offer,No,0.017567002906775556,1.0300624550517294,0,2,"Moderate Income, Medium Risk",0,,,
73,BRW_197,22,Female,Salaried,78449,0,LN_197,285419,72,11.74,Personal,0.0,68321.2645424028,948.91,Delayed,1,90,Partially Recovered,2,Settlement Offer,No,0.01209588395008222,0.0,90,3,"High Loan, Higher Default Risk",1,,,
74,BRW_140,59,Female,Salaried,188359,1,LN_140,1764514,24,16.65,Home,1874671.50464231,1155829.78595858,48159.57,On-Time,0,0,Fully Recovered,3,Legal Notice,No,0.2556796861312706,1.0624293741179214,0,1,"High Income, Low Default Risk",0,,,
75,BRW_365,33,Male,Salaried,208510,3,LN_365,473159,72,10.8,Personal,0.0,396759.251400342,5510.55,On-Time,0,0,Fully Recovered,3,Legal Notice,No,0.02642822886192509,0.0,0,3,"High Loan, Higher Default Risk",1,,,
76,BRW_245,48,Male,Salaried,183722,3,LN_245,1947883,48,15.14,Personal,0.0,905052.08216628,18855.25,On-Time,0,0,Partially Recovered,2,Legal Notice,No,0.10262924418414779,0.0,0,3,"High Loan, Higher Default Risk",1,,,
77,BRW_440,32,Female,Self-Employed,113540,0,LN_440,1097380,72,17.89,Auto,786359.666723622,819030.828064561,11375.43,Missed,12,69,Fully Recovered,2,Legal Notice,No,0.1001887440549586,0.7165791856272412,828,0,"Moderate Income, High Loan Burden",1,,,
78,BRW_287,61,Male,Salaried,122971,0,LN_287,1390829,48,8.22,Personal,0.0,1037038.92839854,21604.98,On-Time,1,58,Fully Recovered,2,Calls,No,0.17569166714103324,0.0,58,3,"High Loan, Higher Default Risk",1,,,
79,BRW_60,22,Male,Self-Employed,193686,0,LN_60,793859,36,7.3,Business,398234.411377532,742843.392597528,20634.54,On-Time,1,20,Fully Recovered,2,Settlement Offer,No,0.10653604287351694,0.5016437571124495,20,3,"High Loan, Higher Default Risk",1,,,
80,BRW_112,53,Male,Salaried,183452,3,LN_112,362863,48,16.64,Home,453673.382524906,56895.369774737,1185.32,On-Time,0,0,Partially Recovered,9,Calls,No,0.006461199659856529,1.2502607940873167,0,2,"Moderate Income, Medium Risk",0,,,
81,BRW_90,29,Male,Business Owner,152710,0,LN_90,640504,60,10.07,Auto,796805.281827008,483715.686850746,8061.93,Delayed,3,65,Fully Recovered,0,Debt Collectors,No,0.05279241699954162,1.2440285803476763,195,2,"Moderate Income, Medium Risk",0,,,
82,BRW_437,25,Male,Salaried,156826,1,LN_437,1510049,60,16.22,Home,837340.181515562,329600.123586394,5493.34,Delayed,1,179,Partially Recovered,7,Legal Notice,No,0.03502824786706286,0.5545119274378262,179,2,"Moderate Income, Medium Risk",0,,,
83,BRW_7,59,Female,Self-Employed,82649,1,LN_7,1514110,60,17.06,Home,1639218.85925618,875490.423272566,14591.51,On-Time,0,0,Partially Recovered,8,Debt Collectors,No,0.1765479316144176,1.082628646040367,0,2,"Moderate Income, Medium Risk",0,,,
84,BRW_361,46,Female,Salaried,46910,2,LN_361,1352600,24,13.29,Auto,1375991.16395914,1294342.87601373,53930.95,On-Time,2,109,Partially Recovered,6,Debt Collectors,No,1.1496685141760818,1.0172934821522548,218,1,"High Income, Low Default Risk",0,,,
85,BRW_347,43,Female,Business Owner,220768,0,LN_347,1469920,72,5.59,Personal,0.0,478879.540190451,6651.1,On-Time,1,142,Fully Recovered,2,Calls,No,0.030127101753877374,0.0,142,3,"High Loan, Higher Default Risk",1,,,
86,BRW_339,45,Male,Salaried,83388,1,LN_339,1966140,36,6.59,Personal,0.0,1005392.95062193,27927.58,On-Time,3,38,Fully Recovered,3,Debt Collectors,No,0.33491125821461126,0.0,114,3,"High Loan, Higher Default Risk",1,,,
87,BRW_159,48,Male,Salaried,185954,2,LN_159,250339,36,6.0,Auto,206750.309429094,84786.7359489243,2355.19,Delayed,0,0,Partially Recovered,4,Settlement Offer,No,0.01266544414209966,0.8258813426157889,0,2,"Moderate Income, Medium Risk",0,,,
88,BRW_151,33,Female,Self-Employed,219456,3,LN_151,287501,60,6.81,Home,220534.831718703,174851.171406514,2914.19,Delayed,2,117,Partially Recovered,7,Debt Collectors,No,0.013279153907844853,0.7670750074563324,234,2,"Moderate Income, Medium Risk",0,,,
89,BRW_178,47,Male,Salaried,106736,2,LN_178,1931297,36,13.86,Home,1322784.5157374,211469.316021216,5874.15,On-Time,3,62,Fully Recovered,0,Settlement Offer,No,0.055034383900464695,0.6849202974671426,186,2,"Moderate Income, Medium Risk",0,,,
90,BRW_394,25,Female,Business Owner,79315,1,LN_394,1388306,60,14.96,Personal,0.0,434600.551456641,7243.34,Delayed,2,120,Partially Recovered,4,Legal Notice,No,0.09132370926054341,0.0,240,3,"High Loan, Higher Default Risk",1,,,
91,BRW_185,35,Female,Salaried,115494,2,LN_185,1185627,60,10.77,Home,1112885.81977423,289926.498785802,4832.11,Missed,10,97,Partially Recovered,3,Calls,No,0.04183862365144509,0.9386475002460555,970,0,"Moderate Income, High Loan Burden",1,,,
92,BRW_450,43,Female,Salaried,243984,0,LN_450,748787,36,14.83,Personal,0.0,191480.921923429,5318.91,On-Time,3,10,Partially Recovered,7,Legal Notice,No,0.021800240999409796,0.0,30,3,"High Loan, Higher Default Risk",1,,,
93,BRW_11,31,Male,Business Owner,101475,2,LN_11,790389,24,10.6,Auto,1115645.71266238,292208.248217513,12175.34,On-Time,0,0,Fully Recovered,0,Calls,No,0.11998364129095837,1.4115147258658458,0,2,"Moderate Income, Medium Risk",0,,,
94,BRW_381,42,Female,Salaried,125944,0,LN_381,1718531,36,13.48,Personal,0.0,1622079.82582175,45057.77,On-Time,3,61,Fully Recovered,1,Debt Collectors,No,0.35776035380804166,0.0,183,1,"High Income, Low Default Risk",0,,,
95,BRW_104,59,Female,Salaried,228883,0,LN_104,312318,48,8.3,Personal,0.0,234933.91626469,4894.46,Delayed,3,79,Written Off,5,Settlement Offer,Yes,0.021384113280584403,0.0,237,3,"High Loan, Higher Default Risk",1,,,
96,BRW_82,46,Female,Salaried,211733,2,LN_82,1164518,72,11.32,Business,1423954.67754657,309070.295577911,4292.64,On-Time,3,32,Fully Recovered,1,Calls,No,0.020273835443695598,1.222784600621519,96,2,"Moderate Income, Medium Risk",0,,,
97,BRW_39,41,Male,Business Owner,70204,0,LN_39,1363428,48,16.04,Personal,0.0,889936.531328696,18540.34,On-Time,0,0,Fully Recovered,3,Settlement Offer,No,0.26409235940972026,0.0,0,3,"High Loan, Higher Default Risk",1,,,
98,BRW_315,25,Male,Salaried,49084,0,LN_315,884874,48,14.87,Home,1036546.77712455,248884.68581297,5185.1,Delayed,1,72,Written Off,4,Debt Collectors,Yes,0.10563727487572326,1.1714060726437323,72,2,"Moderate Income, Medium Risk",0,,,
99,BRW_168,59,Male,Salaried,51321,3,LN_168,267400,48,17.07,Personal,0.0,103122.800647711,2148.39,On-Time,0,0,Fully Recovered,2,Debt Collectors,No,0.04186181095457999,0.0,0,3,"High Loan, Higher Default Risk",1,,,
100,BRW_470,44,Male,Salaried,234249,1,LN_470,151948,72,8.88,Personal,0.0,131427.703149292,1825.38,On-Time,2,166,Fully Recovered,0,Settlement Offer,No,0.007792477235761946,0.0,332,3,"High Loan, Higher Default Risk",1,,,
101,BRW_297,23,Female,Self-Employed,226830,3,LN_297,827567,72,11.67,Home,786422.424297004,165543.020116672,2299.21,On-Time,2,11,Written Off,9,Settlement Offer,Yes,0.010136269452894238,0.9502824838315255,22,2,"Moderate Income, Medium Risk",0,,,
102,BRW_475,63,Male,Salaried,193936,0,LN_475,1822750,60,6.93,Personal,0.0,1800582.92009338,30009.72,On-Time,0,0,Partially Recovered,4,Calls,No,0.15474032670571736,0.0,0,3,"High Loan, Higher Default Risk",1,,,
103,BRW_199,43,Female,Salaried,222815,2,LN_199,204692,60,6.24,Home,247451.977191796,58978.5883309393,982.98,On-Time,1,87,Partially Recovered,4,Legal Notice,No,0.004411641945111415,1.208899112773318,87,2,"Moderate Income, Medium Risk",0,,,
104,BRW_298,37,Female,Salaried,211501,0,LN_298,669055,48,7.53,Business,689868.964072105,85220.4074205775,1775.43,On-Time,3,13,Partially Recovered,0,Debt Collectors,No,0.008394428395137613,1.0311094963375282,39,2,"Moderate Income, Medium Risk",0,,,
